siteID,seas,yr,Criteria1,Criteria2,Criteria3,Ca,Mg,K,Na,NH4,NO3,totalN,Cl,SO4,Br,hplus,svol,ppt,fullChemLab,daysSample,startDate,lastDate
IN34,Annual,2009,94,100,100,3.014,0.539,0.330,0.858,4.520,12.307,6.292,1.562,15.617,-9,0.128,68885.0,109.982,45,364,"2008-12-30 00:00","2009-12-29 00:00"
IN34,Annual,2010,90,100,96,4.386,0.699,0.272,0.873,3.939,11.149,5.579,1.552,15.166,-9,0.085,59713.8,97.029,43,364,"2009-12-29 00:00","2010-12-28 00:00"
IN34,Annual,2011,96,100,99,6.057,0.925,0.532,1.225,6.936,16.542,9.126,2.034,18.611,-9,0.073,75069.9,115.595,49,371,"2010-12-28 00:00","2012-01-03 00:00"
IN34,Annual,2012,96,100,97,5.225,0.727,0.232,0.526,4.638,11.455,6.191,0.958,12.691,-9,0.039,46256.1,77.292,43,365,"2012-01-03 00:00","2013-01-02 00:00"
IN34,Annual,2013,95,100,95,5.912,0.742,0.661,0.932,5.070,10.571,6.328,1.593,12.986,-9,0.033,61344.3,100.203,44,363,"2013-01-02 00:00","2013-12-31 00:00"
IN34,Annual,2014,98,100,99,4.681,0.632,0.316,0.960,4.950,10.859,6.299,1.662,12.065,-9,0.039,74423.8,117.018,48,364,"2013-12-31 00:00","2014-12-30 00:00"
IN34,Annual,2015,96,100,99,2.895,0.517,0.826,1.002,5.207,8.741,6.020,2.257,8.498,-9,0.026,70617.3,110.084,43,364,"2014-12-30 00:00","2015-12-29 00:00"
IN34,Annual,2016,94,100,97,4.132,0.649,0.627,0.703,5.517,9.412,6.413,1.158,9.228,-9,0.027,67607.8,108.179,45,371,"2015-12-29 00:00","2017-01-03 00:00"
IN34,Annual,2017,94,100,98,3.952,0.627,0.459,0.728,5.923,9.909,6.840,1.254,9.472,-9,0.024,72336.9,111.963,38,364,"2017-01-03 00:00","2018-01-02 00:00"
IN34,Annual,2018,85,95,94,4.052,0.605,0.329,0.541,5.452,10.215,6.544,0.965,8.051,-9,0.021,63716.3,106.075,42,362,"2018-01-02 00:00","2018-12-18 00:00"
IN34,Annual,2019,84,92,92,2.709,0.399,0.375,0.540,5.806,9.594,6.678,0.985,7.471,-9,0.019,71296.2,117.285,42,364,"2019-01-29 00:00","2019-12-31 00:00"
IN41,Annual,1982,47,47,100,0.870,0.177,0.106,0.437,1.590,6.202,2.637,0.857,13.138,-9,0.210,28968.6,44.176,23,175,"1982-07-13 00:00","1983-01-04 00:00"
IN41,Annual,1983,96,100,96,2.179,0.349,0.221,0.562,3.107,13.493,5.462,3.907,22.074,-9,0.445,54045.8,85.129,43,364,"1983-01-04 00:00","1984-01-03 00:00"
IN41,Annual,1984,94,100,96,2.427,0.477,0.362,0.865,4.774,17.889,7.751,1.677,29.353,-9,0.474,53875.9,88.252,45,365,"1984-01-03 00:00","1985-01-02 00:00"
IN41,Annual,1985,79,100,73,1.562,0.312,0.221,0.744,2.830,13.186,5.178,1.433,23.762,-9,0.438,45602.9,91.889,34,363,"1985-01-02 00:00","1985-12-31 00:00"
IN41,Annual,1986,92,100,81,1.973,0.340,0.207,0.547,3.947,13.988,6.227,1.070,26.616,-9,0.383,45569.2,82.917,42,364,"1985-12-31 00:00","1986-12-30 00:00"
IN41,Annual,1987,69,100,72,2.789,0.476,0.224,0.544,3.878,16.338,6.704,1.273,30.587,-9,0.473,43350.4,97.194,34,364,"1986-12-30 00:00","1987-12-29 00:00"
IN41,Annual,1988,93,100,94,1.898,0.307,0.164,0.713,2.404,11.585,4.485,1.241,20.737,-9,0.299,43369.9,71.336,40,371,"1987-12-29 00:00","1989-01-03 00:00"
IN41,Annual,1989,79,100,71,2.180,0.366,0.167,0.732,3.946,15.211,6.502,1.249,25.601,-9,0.369,36248.9,79.555,36,364,"1989-01-03 00:00","1990-01-02 00:00"
IN41,Annual,1990,75,100,63,2.027,0.362,0.205,0.905,4.090,16.348,6.871,1.798,29.402,-9,0.503,49050.6,120.650,35,365,"1990-01-02 00:00","1991-01-02 00:00"
IN41,Annual,1991,92,100,83,1.929,0.343,0.191,0.625,3.455,13.331,5.696,1.152,20.972,-9,0.320,41002.2,76.262,39,363,"1991-01-02 00:00","1991-12-31 00:00"
IN41,Annual,1992,91,100,85,2.081,0.372,0.276,0.669,3.621,15.715,6.363,1.253,26.790,-9,0.440,54576.4,106.184,39,371,"1991-12-31 00:00","1993-01-05 00:00"
IN41,Annual,1993,84,100,85,1.706,0.301,0.178,0.680,4.059,16.816,6.953,1.249,27.845,-9,0.482,62279.4,111.512,39,364,"1993-01-05 00:00","1994-01-04 00:00"
IN41,Annual,1994,88,100,94,1.753,0.320,0.217,0.650,4.005,14.851,6.467,1.216,24.453,-9,0.416,59149.1,94.233,37,364,"1994-01-04 00:00","1995-01-03 00:00"
IN41,Annual,1995,75,100,62,1.801,0.250,0.147,0.551,3.219,12.524,5.331,0.808,17.522,-9,0.298,29981.4,73.498,29,365,"1995-01-03 00:00","1996-01-03 00:00"
IN41,Annual,1996,79,100,74,1.963,0.289,0.165,0.759,4.240,16.111,6.934,1.320,23.337,-9,0.380,40039.2,82.493,32,363,"1996-01-03 00:00","1996-12-31 00:00"
IN41,Annual,1997,88,100,85,1.293,0.210,0.113,0.368,2.961,11.981,5.008,0.707,16.311,-9,0.280,43124.5,75.164,42,364,"1996-12-31 00:00","1997-12-30 00:00"
IN41,Annual,1998,88,100,94,1.895,0.309,0.209,0.579,4.568,16.159,7.200,1.147,23.979,-9,0.370,62616.9,99.745,35,364,"1997-12-30 00:00","1998-12-29 00:00"
IN41,Annual,1999,88,100,88,2.014,0.288,0.192,0.496,3.685,15.354,6.331,0.951,19.390,-9,0.299,47716.8,79.926,35,364,"1998-12-29 00:00","1999-12-28 00:00"
IN41,Annual,2000,87,100,94,2.173,0.340,0.201,0.541,3.447,12.751,5.559,0.969,16.740,-9,0.218,54921.9,87.278,43,371,"1999-12-28 00:00","2001-01-02 00:00"
IN41,Annual,2001,94,100,99,1.730,0.244,0.172,0.498,3.305,12.134,5.309,0.915,16.281,-9,0.232,59311.6,90.550,42,364,"2001-01-02 00:00","2002-01-01 00:00"
IN41,Annual,2002,96,100,98,1.890,0.287,0.152,0.599,3.282,11.077,5.052,1.029,14.781,-9,0.173,53885.0,84.367,43,364,"2002-01-01 00:00","2002-12-31 00:00"
IN41,Annual,2003,89,100,91,2.207,0.307,0.218,0.524,4.581,13.101,6.519,1.039,17.505,-9,0.202,60566.3,98.952,42,371,"2002-12-31 00:00","2004-01-06 00:00"
IN41,Annual,2004,96,100,96,1.872,0.287,0.158,0.594,3.219,11.402,5.077,1.149,16.870,-9,0.252,49287.1,99.060,40,364,"2004-01-06 00:00","2005-01-04 00:00"
IN41,Annual,2005,94,100,92,2.079,0.344,0.154,0.366,3.976,11.657,5.722,0.813,16.482,-9,0.185,45088.9,73.220,44,364,"2005-01-04 00:00","2006-01-03 00:00"
IN41,Annual,2006,96,100,95,2.849,0.408,0.230,0.744,5.257,15.384,7.560,1.424,21.228,-9,0.239,67556.4,104.727,47,364,"2006-01-03 00:00","2007-01-02 00:00"
IN41,Annual,2007,83,100,90,1.742,0.289,0.169,0.607,4.221,10.930,5.749,1.105,16.236,-9,0.198,62079.3,99.544,36,367,"2007-01-02 00:00","2008-01-04 00:00"
IN41,Annual,2008,81,100,76,2.791,0.403,0.236,0.599,4.206,12.038,5.988,1.091,17.257,-9,0.171,51047.4,98.272,38,362,"2008-01-04 00:00","2008-12-31 00:00"
IN41,Annual,2009,96,100,100,2.238,0.336,0.193,0.834,4.486,10.325,5.818,1.333,14.383,-9,0.120,70215.3,101.720,46,363,"2008-12-31 00:00","2009-12-29 00:00"
IN41,Annual,2010,98,100,100,1.807,0.262,0.140,0.419,3.325,8.937,4.602,0.742,10.630,-9,0.122,58986.1,87.274,46,364,"2009-12-29 00:00","2010-12-28 00:00"
IN41,Annual,2011,84,100,82,2.996,0.419,0.276,0.755,5.608,12.128,7.097,1.210,14.189,-9,0.079,66395.2,119.837,40,371,"2010-12-28 00:00","2012-01-03 00:00"
IN41,Annual,2012,98,100,93,2.889,0.436,0.190,0.516,4.206,9.666,5.452,0.809,10.452,-9,0.066,49485.1,79.362,45,365,"2012-01-03 00:00","2013-01-02 00:00"
IN41,Annual,2013,94,100,88,2.238,0.322,0.218,0.531,4.666,8.375,5.518,0.854,9.912,-9,0.058,55625.0,94.847,41,363,"2013-01-02 00:00","2013-12-31 00:00"
IN41,Annual,2014,90,100,85,2.120,0.366,0.200,0.499,4.561,9.377,5.662,0.877,11.197,-9,0.100,60427.9,110.973,41,364,"2013-12-31 00:00","2014-12-30 00:00"
IN41,Annual,2015,88,100,82,1.991,0.337,0.163,0.577,3.950,8.236,4.929,1.001,7.736,-9,0.049,56171.8,108.804,39,371,"2014-12-30 00:00","2016-01-05 00:00"
IN41,Annual,2016,95,100,97,1.936,0.296,0.167,0.435,3.863,7.161,4.619,0.713,5.910,-9,0.035,58268.5,92.634,41,364,"2016-01-05 00:00","2017-01-03 00:00"
IN41,Annual,2017,94,100,98,3.163,0.397,0.236,0.719,5.879,9.897,6.804,1.091,8.409,-9,0.028,76190.3,124.028,39,365,"2017-01-03 00:00","2018-01-03 00:00"
IN41,Annual,2018,93,97,99,2.260,0.386,0.182,0.653,4.488,8.612,5.433,1.189,5.795,-9,0.025,67488.2,107.112,41,361,"2018-01-03 00:00","2018-12-18 00:00"
IN41,Annual,2019,84,96,86,1.278,0.203,0.118,0.364,3.055,5.789,3.682,0.576,3.995,-9,0.036,46353.6,84.637,38,364,"2018-12-18 00:00","2020-01-01 00:00"
KS07,Annual,1984,63,77,84,3.187,0.367,0.827,1.231,2.369,9.268,3.934,2.162,12.709,-9,0.103,52946.0,93.998,29,281,"1984-03-27 00:00","1985-01-02 00:00"
KS07,Annual,1985,88,100,94,3.167,0.375,0.435,1.141,3.062,14.437,5.640,2.071,21.401,-9,0.290,96275.2,150.074,37,363,"1985-01-02 00:00","1985-12-31 00:00"
KS07,Annual,1986,92,100,99,2.651,0.312,0.340,1.290,2.282,9.695,3.963,2.041,14.911,-9,0.174,91451.0,141.741,36,364,"1985-12-31 00:00","1986-12-30 00:00"
KS07,Annual,1987,87,100,94,2.179,0.217,0.297,0.810,2.716,11.227,4.646,1.358,15.712,-9,0.220,69757.4,114.100,38,364,"1986-12-30 00:00","1987-12-29 00:00"
KS07,Annual,1988,83,100,89,3.236,0.290,0.145,1.082,2.298,12.173,4.536,1.540,18.388,-9,0.198,66729.4,111.576,33,371,"1987-12-29 00:00","1989-01-03 00:00"
KS07,Annual,1989,94,100,98,2.542,0.225,0.385,0.714,2.607,10.522,4.402,1.203,14.236,-9,0.168,53669.8,80.200,33,364,"1989-01-03 00:00","1990-01-02 00:00"
KS07,Annual,1990,98,100,100,3.909,0.387,0.594,1.340,4.364,14.350,6.633,2.141,18.632,-9,0.174,92148.3,138.117,45,364,"1990-01-02 00:00","1991-01-01 00:00"
KS07,Annual,1991,88,100,99,1.817,0.148,0.226,0.554,2.644,7.938,3.847,0.905,10.106,-9,0.101,52379.4,77.980,36,364,"1991-01-01 00:00","1991-12-31 00:00"
KS07,Annual,1992,92,100,91,2.677,0.214,0.228,0.940,3.602,13.454,5.838,1.395,15.162,-9,0.199,74802.5,142.369,40,364,"1991-12-31 00:00","1992-12-29 00:00"
KS07,Annual,1993,100,100,100,2.366,0.260,0.322,1.214,3.059,12.595,5.222,1.709,13.747,-9,0.169,64522.9,123.849,46,371,"1992-12-29 00:00","1994-01-04 00:00"
KS07,Annual,1994,92,100,100,3.140,0.301,0.387,1.290,4.689,14.768,6.979,1.735,17.478,-9,0.201,92257.5,143.381,42,364,"1994-01-04 00:00","1995-01-03 00:00"
KS07,Annual,1995,85,100,96,2.381,0.239,0.326,0.957,3.925,11.741,5.702,1.337,12.882,-9,0.144,68965.1,108.712,34,364,"1995-01-03 00:00","1996-01-02 00:00"
KS07,Annual,1996,88,100,95,3.243,0.281,0.251,1.064,3.554,12.360,5.554,1.345,14.789,-9,0.170,63297.2,100.403,35,364,"1996-01-02 00:00","1996-12-31 00:00"
KS07,Annual,1997,92,100,98,2.717,0.233,0.299,0.810,3.305,12.688,5.434,1.242,12.610,-9,0.140,72645.1,110.908,43,364,"1996-12-31 00:00","1997-12-30 00:00"
KS07,Annual,1998,90,100,89,2.971,0.265,0.385,0.902,4.443,12.983,6.385,1.406,14.375,-9,0.147,64340.6,132.613,36,364,"1997-12-30 00:00","1998-12-29 00:00"
KS07,Annual,1999,98,100,100,2.946,0.254,0.243,0.794,3.233,12.711,5.383,1.258,13.075,-9,0.148,73136.8,110.338,39,364,"1998-12-29 00:00","1999-12-28 00:00"
KS07,Annual,2000,96,100,97,3.195,0.220,0.220,0.629,3.055,10.672,4.785,0.899,9.265,-9,0.057,63492.1,99.835,39,371,"1999-12-28 00:00","2001-01-02 00:00"
KS07,Annual,2001,98,100,100,3.553,0.292,0.605,0.993,3.942,12.613,5.912,1.447,13.283,-9,0.111,72191.5,107.988,38,364,"2001-01-02 00:00","2002-01-01 00:00"
KS07,Annual,2002,96,100,99,3.745,0.319,0.415,1.274,4.604,11.630,6.204,1.815,12.624,-9,0.072,62748.2,96.517,41,364,"2002-01-01 00:00","2002-12-31 00:00"
KS07,Annual,2003,87,100,95,3.486,0.237,0.258,0.527,4.217,11.673,5.914,0.893,11.081,-9,0.077,68226.1,107.583,39,364,"2002-12-31 00:00","2003-12-30 00:00"
KS07,Annual,2004,95,100,97,3.173,0.266,0.266,1.017,3.863,11.529,5.606,1.550,12.644,-9,0.112,79686.2,121.107,40,364,"2003-12-30 00:00","2004-12-28 00:00"
KS07,Annual,2005,94,100,98,2.675,0.197,0.214,0.617,3.386,10.124,4.918,0.952,10.664,-9,0.090,56557.1,85.727,39,371,"2004-12-28 00:00","2006-01-03 00:00"
KS07,Annual,2006,88,100,83,3.293,0.217,0.257,0.506,3.526,9.477,4.881,0.795,8.522,-9,0.041,44923.8,80.316,32,364,"2006-01-03 00:00","2007-01-02 00:00"
KS07,Annual,2007,92,100,94,3.111,0.274,0.302,1.095,4.580,12.258,6.328,1.685,13.007,-9,0.098,89839.5,144.039,37,365,"2007-01-02 00:00","2008-01-02 00:00"
KS07,Annual,2008,90,100,98,3.490,0.316,0.301,1.339,4.047,10.170,5.442,1.881,12.261,-9,0.081,100291.2,150.444,38,363,"2008-01-02 00:00","2008-12-30 00:00"
KS07,Annual,2009,94,100,98,3.592,0.356,0.425,1.330,5.045,10.845,6.370,1.947,12.449,-9,0.056,90735.0,137.100,43,364,"2008-12-30 00:00","2009-12-29 00:00"
KS07,Annual,2010,93,100,97,2.845,0.243,0.220,0.937,3.550,8.778,4.741,1.318,10.015,-9,0.073,76668.8,115.646,36,364,"2009-12-29 00:00","2010-12-28 00:00"
KS07,Annual,2011,85,100,93,4.234,0.387,0.306,1.135,4.316,9.874,5.584,1.586,10.253,-9,0.030,55131.2,90.094,35,371,"2010-12-28 00:00","2012-01-03 00:00"
KS07,Annual,2012,83,100,96,3.296,0.303,0.450,0.942,4.070,7.962,4.961,1.412,8.046,-9,0.033,66673.3,104.623,33,364,"2012-01-03 00:00","2013-01-01 00:00"
KS07,Annual,2013,90,100,97,4.985,0.415,0.539,1.231,6.478,12.725,7.908,1.939,13.279,-9,0.044,99059.6,153.873,38,364,"2013-01-01 00:00","2013-12-31 00:00"
KS07,Annual,2014,87,100,93,3.515,0.254,0.209,0.745,3.897,8.111,4.860,1.135,7.375,-9,0.019,56535.6,90.830,37,364,"2013-12-31 00:00","2014-12-30 00:00"
KS07,Annual,2015,94,100,97,2.270,0.213,0.351,0.614,3.536,7.298,4.396,1.091,6.120,-9,0.043,80720.7,125.400,39,364,"2014-12-30 00:00","2015-12-29 00:00"
KS07,Annual,2016,81,100,78,4.336,0.266,0.256,0.700,3.745,8.535,4.838,1.055,6.633,-9,0.024,50342.7,98.552,34,371,"2015-12-29 00:00","2017-01-03 00:00"
KS07,Annual,2017,94,100,98,4.187,0.325,0.439,1.033,5.828,10.736,6.954,1.613,9.067,-9,0.033,89448.4,141.453,36,364,"2017-01-03 00:00","2018-01-02 00:00"
KS07,Annual,2018,86,100,91,4.015,0.276,0.276,0.797,4.428,8.541,5.370,1.230,5.432,-9,0.019,55861.6,98.400,35,364,"2018-01-02 00:00","2019-01-01 00:00"
KS07,Annual,2019,90,100,98,4.562,0.369,0.517,1.348,6.557,13.058,8.044,2.124,9.493,-9,0.040,119629.5,184.694,43,364,"2019-01-01 00:00","2019-12-31 00:00"
KS31,Annual,1982,38,38,100,0.938,0.089,0.067,0.173,0.906,3.428,1.479,0.305,3.921,-9,0.033,15577.8,24.040,15,140,"1982-08-17 00:00","1983-01-04 00:00"
KS31,Annual,1983,96,100,95,2.657,0.281,0.273,0.630,2.824,10.118,4.480,0.881,11.500,-9,0.101,47619.8,75.906,39,364,"1983-01-04 00:00","1984-01-03 00:00"
KS31,Annual,1984,96,100,92,3.986,0.455,0.388,1.127,3.674,12.944,5.779,1.657,14.459,-9,0.101,51878.1,94.689,42,365,"1984-01-03 00:00","1985-01-02 00:00"
KS31,Annual,1985,98,100,100,3.083,0.332,0.305,0.618,2.437,9.997,4.152,1.117,12.886,-9,0.105,60483.5,92.306,41,363,"1985-01-02 00:00","1985-12-31 00:00"
KS31,Annual,1986,94,100,96,3.328,0.317,0.339,0.810,2.616,12.841,4.934,1.182,14.013,-9,0.089,56798.2,109.475,37,364,"1985-12-31 00:00","1986-12-30 00:00"
KS31,Annual,1987,96,100,98,2.028,0.196,0.205,0.596,2.927,10.765,4.706,0.952,12.909,-9,0.139,56072.4,88.968,40,364,"1986-12-30 00:00","1987-12-29 00:00"
KS31,Annual,1988,91,100,88,1.874,0.149,0.111,0.432,1.019,6.385,2.234,0.577,7.596,-9,0.061,27998.7,48.044,32,371,"1987-12-29 00:00","1989-01-03 00:00"
KS31,Annual,1989,96,100,99,2.091,0.197,0.172,0.572,2.949,9.609,4.462,0.858,8.478,-9,0.062,43103.8,63.550,31,364,"1989-01-03 00:00","1990-01-02 00:00"
KS31,Annual,1990,96,100,100,2.404,0.223,0.184,0.614,2.911,8.626,4.211,1.052,8.979,-9,0.063,44333.9,76.811,42,364,"1990-01-02 00:00","1991-01-01 00:00"
KS31,Annual,1991,96,100,100,2.063,0.174,0.174,0.487,2.249,7.476,3.437,0.746,7.067,-9,0.043,40762.6,60.147,38,364,"1991-01-01 00:00","1991-12-31 00:00"
KS31,Annual,1992,96,100,98,2.531,0.212,0.434,0.575,3.310,11.223,5.107,1.027,10.532,-9,0.087,55105.0,88.508,43,364,"1991-12-31 00:00","1992-12-29 00:00"
KS31,Annual,1993,92,100,97,3.301,0.308,0.296,0.998,4.028,14.622,6.433,1.367,13.280,-9,0.108,81505.2,123.188,38,371,"1992-12-29 00:00","1994-01-04 00:00"
KS31,Annual,1994,88,100,93,3.161,0.241,0.254,0.540,2.927,9.795,4.487,0.748,8.599,-9,0.051,41886.3,65.043,33,364,"1994-01-04 00:00","1995-01-03 00:00"
KS31,Annual,1995,92,100,98,2.873,0.239,0.278,0.656,4.036,11.719,5.783,0.875,10.904,-9,0.079,66739.3,99.402,39,364,"1995-01-03 00:00","1996-01-02 00:00"
KS31,Annual,1996,92,100,97,3.316,0.254,0.254,0.857,3.594,10.662,5.201,1.079,9.805,-9,0.061,52933.2,79.327,35,364,"1996-01-02 00:00","1996-12-31 00:00"
KS31,Annual,1997,92,100,99,1.927,0.141,0.148,0.348,2.787,9.873,4.396,0.571,8.212,-9,0.089,49932.3,74.118,37,364,"1996-12-31 00:00","1997-12-30 00:00"
KS31,Annual,1998,94,100,99,3.106,0.221,0.201,0.523,4.121,13.106,6.163,0.874,12.151,-9,0.117,67479.1,100.507,35,364,"1997-12-30 00:00","1998-12-29 00:00"
KS31,Annual,1999,92,100,99,2.957,0.242,0.170,0.556,3.387,10.886,5.091,0.797,11.379,-9,0.090,61500.3,89.598,34,364,"1998-12-29 00:00","1999-12-28 00:00"
KS31,Annual,2000,96,100,98,3.013,0.212,0.263,0.564,2.795,9.422,4.300,0.788,7.153,-9,0.028,42456.1,64.097,37,371,"1999-12-28 00:00","2001-01-02 00:00"
KS31,Annual,2001,96,100,99,4.690,0.294,0.275,0.665,4.357,13.575,6.452,0.883,12.939,-9,0.075,61312.0,94.930,35,364,"2001-01-02 00:00","2002-01-01 00:00"
KS31,Annual,2002,94,100,94,3.208,0.220,0.170,0.497,3.563,9.070,4.817,0.667,7.516,-9,0.027,44085.2,70.968,31,364,"2002-01-01 00:00","2002-12-31 00:00"
KS31,Annual,2003,90,100,97,3.382,0.221,0.236,0.309,4.067,10.831,5.607,0.604,9.416,-9,0.049,47918.3,73.681,36,364,"2002-12-31 00:00","2003-12-30 00:00"
KS31,Annual,2004,92,100,90,3.018,0.234,0.214,0.467,3.981,10.211,5.400,0.711,9.014,-9,0.040,55706.6,97.345,35,364,"2003-12-30 00:00","2004-12-28 00:00"
KS31,Annual,2005,87,100,95,3.228,0.228,0.219,0.602,4.213,10.570,5.662,0.839,10.935,-9,0.049,51544.8,91.199,40,371,"2004-12-28 00:00","2006-01-03 00:00"
KS31,Annual,2006,92,100,99,3.264,0.223,0.187,0.467,3.401,9.333,4.751,0.741,7.881,-9,0.032,44817.7,71.904,34,364,"2006-01-03 00:00","2007-01-02 00:00"
KS31,Annual,2007,88,100,91,3.429,0.287,0.247,0.869,4.110,9.979,5.448,1.284,9.248,-9,0.038,58940.4,98.806,37,363,"2007-01-02 00:00","2007-12-31 00:00"
KS31,Annual,2008,96,100,98,4.762,0.348,0.281,0.820,4.414,9.727,5.627,1.134,9.547,-9,0.039,68900.9,112.319,39,365,"2007-12-31 00:00","2008-12-30 00:00"
KS31,Annual,2009,94,100,99,4.568,0.406,0.248,0.902,5.133,9.632,6.164,1.090,9.989,-9,0.023,62963.7,99.098,41,364,"2008-12-30 00:00","2009-12-29 00:00"
KS31,Annual,2010,92,100,96,5.136,0.278,0.186,0.742,3.120,7.235,4.059,0.869,6.822,-9,0.023,54192.1,84.328,34,364,"2009-12-29 00:00","2010-12-28 00:00"
KS31,Annual,2011,85,100,89,3.897,0.318,0.261,0.750,4.533,9.116,5.582,1.117,7.240,-9,0.017,48937.8,81.534,34,371,"2010-12-28 00:00","2012-01-03 00:00"
KS31,Annual,2012,92,100,94,3.838,0.244,0.164,0.386,2.738,5.919,3.465,0.522,4.740,-9,0.014,35950.0,56.693,28,365,"2012-01-03 00:00","2013-01-02 00:00"
KS31,Annual,2013,96,100,98,3.767,0.251,0.219,0.572,4.088,7.667,4.909,0.822,6.391,-9,0.008,50603.8,78.317,36,363,"2013-01-02 00:00","2013-12-31 00:00"
KS31,Annual,2014,92,100,98,3.755,0.246,0.225,0.386,3.713,6.071,4.256,0.505,5.362,-9,0.007,44626.3,70.180,35,364,"2013-12-31 00:00","2014-12-30 00:00"
KS31,Annual,2015,98,100,100,3.773,0.260,0.220,0.509,4.203,7.237,4.900,0.759,5.560,-9,0.018,63005.8,99.822,41,364,"2014-12-30 00:00","2015-12-29 00:00"
KS31,Annual,2016,94,100,99,3.523,0.226,0.187,0.423,3.749,6.858,4.462,0.620,5.392,-9,0.014,64650.7,98.400,39,371,"2015-12-29 00:00","2017-01-03 00:00"
KS31,Annual,2017,94,100,98,3.434,0.209,0.187,0.404,4.032,6.531,4.609,0.613,4.616,-9,0.014,48024.7,74.813,29,364,"2017-01-03 00:00","2018-01-02 00:00"
KS31,Annual,2018,92,100,99,3.191,0.187,0.155,0.293,3.338,5.747,3.892,0.472,3.216,-9,0.012,52733.1,81.406,35,365,"2018-01-02 00:00","2019-01-02 00:00"
KS31,Annual,2019,96,100,99,4.134,0.275,0.218,0.676,4.684,9.070,5.688,1.031,5.795,-9,0.013,79091.4,114.521,40,363,"2019-01-02 00:00","2019-12-31 00:00"
KS32,Annual,1984,60,77,60,1.753,0.200,0.345,0.323,2.098,5.391,2.848,0.647,5.179,-9,0.006,15902.4,42.553,19,281,"1984-03-27 00:00","1985-01-02 00:00"
KS32,Annual,1985,87,100,81,1.755,0.215,0.327,0.322,1.415,5.341,2.306,0.556,4.174,-9,0.012,21427.4,46.688,29,363,"1985-01-02 00:00","1985-12-31 00:00"
KS32,Annual,1986,92,100,91,0.923,0.094,0.197,0.182,1.390,3.061,1.771,0.263,3.157,-9,0.010,18241.6,30.273,27,364,"1985-12-31 00:00","1986-12-30 00:00"
KS32,Annual,1987,98,100,100,1.933,0.152,0.218,0.321,2.962,6.577,3.787,0.517,5.134,-9,0.010,34911.6,54.444,33,364,"1986-12-30 00:00","1987-12-29 00:00"
KS32,Annual,1988,89,100,77,1.586,0.139,0.213,0.422,1.342,5.159,2.208,0.460,4.354,-9,0.011,18616.2,38.672,23,371,"1987-12-29 00:00","1989-01-03 00:00"
KS32,Annual,1989,90,100,96,1.231,0.122,0.277,0.453,2.229,5.344,2.939,0.506,4.020,-9,0.010,28092.9,48.671,27,364,"1989-01-03 00:00","1990-01-02 00:00"
KS32,Annual,1990,100,100,100,1.743,0.158,0.261,0.285,3.504,7.390,4.392,0.668,5.362,-9,0.015,40356.9,60.723,37,365,"1990-01-02 00:00","1991-01-02 00:00"
KS32,Annual,1991,96,100,99,1.818,0.143,0.282,0.272,2.589,6.305,3.436,0.494,4.561,-9,0.013,31017.2,49.411,39,363,"1991-01-02 00:00","1991-12-31 00:00"
KS32,Annual,1992,86,100,82,1.022,0.077,0.148,0.230,2.907,5.697,3.546,0.353,3.873,-9,0.010,28241.2,51.094,32,364,"1991-12-31 00:00","1992-12-29 00:00"
KS32,Annual,1993,82,100,90,2.212,0.183,0.344,0.470,3.634,8.580,4.762,0.630,5.955,-9,0.007,33801.1,57.316,32,371,"1992-12-29 00:00","1994-01-04 00:00"
KS32,Annual,1994,88,100,92,1.449,0.114,0.227,0.235,2.358,5.635,3.105,0.367,3.467,-9,0.008,21836.1,37.845,29,364,"1994-01-04 00:00","1995-01-03 00:00"
KS32,Annual,1995,81,100,96,2.034,0.184,0.268,0.441,3.874,7.274,4.653,0.604,5.356,-9,0.009,32189.8,52.558,26,371,"1995-01-03 00:00","1996-01-09 00:00"
KS32,Annual,1996,94,100,97,1.733,0.143,0.262,0.477,4.985,9.548,6.030,0.755,6.416,-9,0.011,51255.8,79.499,24,357,"1996-01-09 00:00","1996-12-31 00:00"
KS32,Annual,1997,88,100,97,1.253,0.134,0.535,0.215,2.472,5.656,3.198,0.325,4.140,-9,0.014,28795.9,47.810,27,364,"1996-12-31 00:00","1997-12-30 00:00"
KS32,Annual,1998,98,100,97,1.400,0.122,0.161,0.195,3.239,6.863,4.067,0.410,4.531,-9,0.019,30112.7,48.775,29,371,"1997-12-30 00:00","1999-01-05 00:00"
KS32,Annual,1999,96,100,100,1.368,0.100,0.153,0.167,2.851,5.971,3.564,0.311,3.875,-9,0.016,31116.2,47.841,31,357,"1999-01-05 00:00","1999-12-28 00:00"
KS32,Annual,2000,87,100,90,2.132,0.191,0.191,0.479,2.288,5.264,2.967,0.552,4.246,-9,0.011,24191.0,43.501,23,371,"1999-12-28 00:00","2001-01-02 00:00"
KS32,Annual,2001,90,100,69,1.781,0.123,0.231,0.205,3.819,7.248,4.605,0.339,4.086,-9,0.004,21992.2,51.329,30,364,"2001-01-02 00:00","2002-01-01 00:00"
KS32,Annual,2002,88,100,85,1.664,0.143,0.171,0.244,2.447,5.085,3.050,0.374,3.332,-9,0.004,18612.6,31.700,27,364,"2002-01-01 00:00","2002-12-31 00:00"
KS32,Annual,2003,92,100,99,2.194,0.150,0.213,0.170,3.050,5.311,3.569,0.292,3.547,-9,0.003,25509.2,39.455,30,364,"2002-12-31 00:00","2003-12-30 00:00"
